"corpus_id","doi","mag_id","title","publication_year","citation_count","abstract","query_set"
"17684972","10.1111/J.1813-6982.2012.01324.X","1887686437","Measuring the Carbon Intensity of the South African Economy","2013","20","We estimate the carbon intensity of industries, products, and households in South Africa. Direct and indirect carbon usage is measured using multiplier methods that capture inter-industry linkages and multi-product supply chains. Carbon intensity is found to be high for exports but low for major employing sectors. Middle-income households are the most carbon-intensive consumers. These results suggest that carbon pricing policies (without border tax adjustments) would adversely affect export earnings, but should not disproportionately hurt workers or poorer households. 7per cent of emissions arise though marketing margins, implying that carbon pricing should be accompanied by supporting public policies and investments.","[""abstract""]"
"17758043","10.2139/ssrn.2596604","758970081","A Public Finance Perspective on Climate Policy: Six Interactions that May Enhance Welfare","2015","8","Climate change economics mostly neglects sizeable interactions of carbon pricing with other fiscal policy instruments. Conversely, public finance typically overlooks the effects of future decarbonization efforts when devising instruments for the major goals of fiscal policy. We argue that such a compartmentalisation is undesirable: policy design taking into account such interdependencies may enhance welfare and change the distribution of mitigation costs within and across generations. This claim is substantiated by analyzing six interactions between climate policy and public finance that are insufficiently explored in current research: (i) reduced tax competition in an open economy, (ii) portfolio effects induced through climate policy, (iii) restructuring public spending, (iv) revenue recycling for productive public investment, (v) greater intragenerational equity through appropriate revenue recycling and (vi) intergenerational Pareto-improvements through intertemporal transfers. We thereby structure the hitherto identified interactions between climate change mitigation and public finance and show that jointly considering carbon pricing and fiscal policy is legitimate and mandatory for sound policy appraisal.","[""abstract""]"
"17960962","10.5089/9781463927301.001.A001","2072069527","Who’s Going Green and Why? Trends and Determinants of Green Investment","2011","62","This paper fills a gap in the macroeconomic literature on renewable sources of energy. It offers a definition of green investment and analyzes the trends and determinants of this investment over the last decade for 35 advanced and emerging countries. We use a new multi-country historical dataset and find that green investment has become a key driver of the energy sector and that its rapid growth is now mostly driven by China. Our econometric results suggest that green investment is boosted by economic growth, a sound financial system conducive to low interest rates, and high fuel prices. We also find that some policy interventions, such as the introduction of carbon pricing schemes, or “feed-in-tariffs,” which require use of “green” energy, have a positive and significant impact on green investment. Other interventions, such as biofuel support, do not appear to be associated with higher green investment.","[""abstract""]"
"18072003","null","2130655353","International Trade Law and the Economics of Climate Policy: Evaluating the Legality and Effectiveness of Proposals to Address Competitiveness and Leakage Concerns","2009","43","There is a growing consensus that a market mechanism that puts a price on carbon, such as a cap-and-trade system or a carbon tax, should be at the heart of the most flexible and cost-effective way to address climate change.1 Ideally, such an approach would be adopted as part of a multilateral agreement. The reason is that carbon is a global pollutant, so a ton of carbon emitted in Beijing contributes to climate change just as much as a ton of carbon emitted in New York. This tragedy-of-the-commons nature of climate change raises concerns that any unilateral effort by the United States to put a price on car bon could disadvantage U.S. industrial firms or undermine the measure's environmental objective. These two concerns, in effect flip sides of the same coin, are referred to as ""competitiveness"" and ""leakage,"" respectively. The com petitiveness concern is that U.S. products?particularly carbon-intensive ones like steel, cement, chemicals, glass, and paper?will be at a competitive dis advantage relative to foreign-made goods if the United States unilaterally imposes a carbon price policy and thus raises production costs for U.S. firms.2","[""abstract""]"
"18215728","10.2139/ssrn.1599564","2259529240","Carbon Capture and Storage Investment and Management in an Environment of Technological and Price Uncertainties","2010","7","We have conducted a dynamic stochastic investment analysis of carbon capture, transport and storage (CCTS) retro tting in an environment of CO2 price and technology uncertainty. It includes the option to invest in, and to use or shut down, the CCTS unit. While modeling certificate price uncertainties is standard, stochastic processes including diminishing increments are implemented for thermal efficiency and investment cost improvements. Following a careful quantification of parameters, the optimal investment strategies are derived and used in Monte Carlo simulations to produce results on aggregate investment decision and resulting profits. All simulation data were presented graphically from a low optimal strategy level to an aggregated expected value level. Our results show, that the main determinate for the application of CCTS is the certificate price. However, realized technology learning results in an earlier application of the technology by electricity producers and also acts as an insurance against the low carbon prices which prohibit profitable CCTS operation.","[""abstract""]"
"182379901","10.1596/1813-9450-8860","2945342195","Exploring Carbon Pricing in Developing Countries: A Macroeconomic Analysis in Ethiopia","2019","1","null","[""title""]"
"182422483","10.2139/ssrn.2997313","2945078068","Evaluating Various Choices of Sector Coverage in China's National ETS","2018","1","When there exist uncertainties, different carbon pricing mechanisms usually lead to different results. Some sectors will suffer more in the presence of uncertainties while other sectors suffer less. Thus choosing appropriate sectors to impose low carbon policy would be quite important in order to avoid worse economic outcome. We propose a new indicator which is called “optimal return rate” to facilitate determining the sector coverage. The sector with a low optimal return rate should be given high priority to be imposed low carbon policy and vice versa. We also conduct a numerical simulation using China’s real data to calculate optimal return rates of China’s sectors. Simulation results show that most energy-intensive sectors have quite low optimal return rates and should be first included in either emission trading scheme or carbon tax scheme. Moreover, sectors included in the first stage of building China’s national carbon emission trading scheme are also in accordance with our simulation results. This means the new indicator has great power in guidance of building China’s national carbon emission trading scheme in the future.","[""abstract""]"
"182883310","10.1016/J.JEEM.2021.102450","3144172477","The Social Cost of Carbon and Inequality: When Local Redistribution Shapes Global Carbon Prices","2019","10","null","[""title""]"
"188080963","10.1088/1755-1315/225/1/012048","2916066093","Circular (de)construction in the Superlocal project","2019","3","Worldwide, the concept of the circular economy is gaining momentum. Different strategies are investigated for the construction industry to become circular as it is a major player concerning resource consumption, both energy and material related. One of these strategies focusses on qualitative re-use of building components and building materials. To assess the circularity of different re-use scenarios of building components and materials, we developed and applied a circularity assessment concept in the European Urban Innovation Actions (UIA) project 'Super Circular Estate' (Superlocal). In this project, a 10-floor high 100-appartment building block is deconstructed and its components are re-used in new building objects; 1 pavilion, 4 detached dwellings with different floor areas and 12 terraced dwellings. In the model the environmental impact of different circularity scenarios is expressed in embodied energy, embodied CO2, and carbon pricing. Besides the material and energy aspects, other qualities and former social structures are re-used within the project area, boosting the local economy and creating a high-quality and desirable urban environment, resulting in Europe's first super circular housing estate. In the baseline, the existing apartment block consists of 2.3E03 GJ embodied energy and 2.9E03 tons of embodied CO2. The investigated pilot dwelling consists of 3.35E02 GJ embodied energy, of which 65% is embodied in re-used materials, and 4.62E01 tons of embodied CO2, of which 90% is embodied in re-used materials. This investigation indicates that re-using building components and materials significantly contribute to decreasing building related embodied energy and embodied CO2, and should be considered a key step in closing materials loops to make the built environment circular.","[""abstract""]"
"18928022","null","null","The Efficiency of Policy Instruments for the Deployment of CCS as a Large-sized Technology","2010","2","This paper analyses a set of policy instruments designed to support investment during the learning phase of CCS technology, following the demonstration stage. The focus is on specific barriers to learning investment during early-commercial deployment. We analyze imperfections in the carbon price signal and market failures from barriers to large-sized innovative technology, which justify support during the learning investment phase and the initial roll out of CCS in electricity generation. Then we analyze and compare the efficiency of different ways to help CCS technology cross the so-called "" death valley "" : command and control instrument (CCS mandate), investment support (grant, tax credit, loan guarantee, subsidy by trust fund) and production subsidies (guaranteed carbon price, feed-in price, etc.). Three criteria are used in this comparison: effectiveness, static efficiency and dynamic efficiency. Policy instruments must be adapted to the technological and commercial maturity of the CCS system. Mandate policies must be handled with much care and subsidization mechanisms must be designed to be market-oriented.","[""abstract""]"
"189664455","null","2942543827","Environmental policy, green innovation and market developments","2019","0","This report explores the implementation of various R&D subsidies and other environmental policy instruments among the OECD countries from 1990-2015 and the relations of these policies to green innovation aimed at reducing greenhouse gas emissions. Here, green innovation is measured as patented ideas of the following technology categories: i) reductions of greenhouse gas emissions related to energy generation, transmission or distribution; ii) climate change mitigation technologies related to buildings and iii) climate change mitigation technologies for the production or processing of goods. After 2005, there was clear growth in green innovation and an expansion of markets for energy from renewable sources. The development paths of the countries differ due to the different production structures and policies adopted. Our empirical analysis suggests that the adoption of white certificate schemes promoting end-user energy savings has facilitated the generation of green innovation. The data provide further support for the positive relationship between the stringency of fossil fuel taxation and green innovation. The literature further suggests that carbon pricing and R&D subsidies are complementary policies. R&D subsidies play a substantial role in the early stages of the transition towards clean technologies. For mature technologies, the certificate system may serve as a cost-efficient means to fulfill renewable energy obligations. Renewable energy policies also tend to be more effective in countries with liberalized energy markets. Competition and policy actions that lower entry barriers enhance green innovation. This publication is part of the Government Plan for Analysis, Assessment and Research (tietokayttoon.fi). The content is the responsibility of the authors and does not necessarily represent the views of the Government. Publisher Prime Minister’s Office Publication sales/ Distributed by Online version: julkaisut.valtioneuvosto.fi Publication sales: julkaisutilaukset.valtioneuvosto.fi","[""abstract""]"
"1896892","10.2139/ssrn.1922910","2114363259","Estimating Reference Emission Level and Project Emission Level for REDD Projects in Tropical Forests","2011","1","The REDD scheme of the United Nations Framework Convention on Climate Change is a carbon-based compensation for projects that resulted in reducing carbon emissions or enhancing carbon sinks or both in tropical forests. However, estimating such emissions and sinks remains challenging, and thus making it impossible to estimate carbon revenues from managing tropical forests. Here, we estimated the reduced emissions and sinks by developing models for setting Reference Emission Level (REL) and Project Emission Level (PEL) for REDD projects in concession forests taking emissions under conventional logging (CVL) scenario as that of REL, and emissions under reduced impact logging (RIL) and RIL with liberation treatment (RIL) scenarios as that of PEL. By choosing Cambodia as a case study, REL under the current logging system of 25-year cutting cycle was estimated at 23.1 TgCO2 year-1. To determine an appropriate cutting cycle, we tested our models with four cutting cycles and found that a 50-year cutting cycle is more appropriate. Taking this 50-year cutting cycle for REDD project, PELs were estimated at 0.4 TgCO2 and -3.3 TgCO2 year-1 under RIL and RIL, respectively (- means sinks). After subtracting REL with PEL and leakages, annual carbon credits from managing 3.4 million ha of concession forests in Cambodia were estimated at 15.9-18.5 TgCO2 depending on chosen scenario. With a carbon price of $5 MgCO2-1, total revenues from the sales of carbon credits alone are $79.5-92.5 million annually. To ensure continued flow of wood supply from tropical forests while mitigating climate change, we suggest that new climate agreements adopt RIL or RIL for sustainable forest management in tropical countries.","[""abstract""]"
"191777716","10.3386/w25912","null","The Future of U.S. Carbon-Pricing Policy","2019","12","There is widespread agreement among economists – and a diverse set of other policy analysts – that at least in the long run, an economy-wide carbon pricing system will be an essential element of any national policy that can achieve meaningful reductions of CO2 emissions cost-effectively in the United States. There is less agreement, however, among economists and others in the policy community regarding the choice of specific carbon-pricing policy instrument, with some supporting carbon taxes and others favoring cap and trade mechanisms. This prompts two important questions. How do the two major approaches to carbon pricing compare on relevant dimensions, including but not limited to efficiency, cost-effectiveness, and distributional equity? And which of the two approaches is more likely to be adopted in the future in the United States? This paper addresses these questions by drawing on both normative and positive theories of policy instrument choice as they apply to U.S. climate change policy, and draws extensively on relevant empirical evidence. The paper concludes with a look at the path ahead, including an assessment of how the two carbon-pricing instruments can be made more politically acceptable.","[""abstract"",""title""]"
"19180580","10.1073/pnas.1308044111","2128584547","Climate change mitigation through livestock system transitions","2014","438","Significance The livestock sector contributes significantly to global warming through greenhouse gas (GHG) emissions. At the same time, livestock is an invaluable source of nutrition and livelihood for millions of poor people. Therefore, climate mitigation policies involving livestock must be designed with extreme care. Here we demonstrate the large mitigation potential inherent in the heterogeneity of livestock production systems. We find that even within existing systems, autonomous transitions from extensive to more productive systems would decrease GHG emissions and improve food availability. Most effective climate policies involving livestock would be those targeting emissions from land-use change. To minimize the economic and social cost, policies should target emissions at their source—on the supply side—rather than on the demand side. Livestock are responsible for 12% of anthropogenic greenhouse gas emissions. Sustainable intensification of livestock production systems might become a key climate mitigation technology. However, livestock production systems vary substantially, making the implementation of climate mitigation policies a formidable challenge. Here, we provide results from an economic model using a detailed and high-resolution representation of livestock production systems. We project that by 2030 autonomous transitions toward more efficient systems would decrease emissions by 736 million metric tons of carbon dioxide equivalent per year (MtCO2e⋅y−1), mainly through avoided emissions from the conversion of 162 Mha of natural land. A moderate mitigation policy targeting emissions from both the agricultural and land-use change sectors with a carbon price of US$10 per tCO2e could lead to an abatement of 3,223 MtCO2e⋅y−1. Livestock system transitions would contribute 21% of the total abatement, intra- and interregional relocation of livestock production another 40%, and all other mechanisms would add 39%. A comparable abatement of 3,068 MtCO2e⋅y−1 could be achieved also with a policy targeting only emissions from land-use change. Stringent climate policies might lead to reductions in food availability of up to 200 kcal per capita per day globally. We find that mitigation policies targeting emissions from land-use change are 5 to 10 times more efficient—measured in “total abatement calorie cost”—than policies targeting emissions from livestock only. Thus, fostering transitions toward more productive livestock production systems in combination with climate policies targeting the land-use change appears to be the most efficient lever to deliver desirable climate and food availability outcomes.","[""abstract""]"
"193006650","null","2740077674","AVALIAC ¸ ˜ AO DOS M ´ ETODOS DE GRANT, VORA & WEEKS E DOS MQUADRADOS NA DETERMINAC ¸ ˜ AO DO VALOR INCREMENTAL DO MERCADO DE CARBONO NOS PROJETOS","2011","0","ABSTRACT. The objective of this paper is to evaluate the robustness of the Grant, Vora & Weeks andLeast Square Monte Carlo Methods when used to evaluate renewable generation projects developedaccording to the rules of the Kyoto Protocol Clean Development Mechanism. The proposed methodo-logy makes use of the NEWAVE model in order to generate futures dispatch sequences for all genera-tors connected to the Brazilian grid. After that, based on the methodology ACM0002, the uncertaintyassociated to the time evolution of the project’s baseline is considered. Finally, the carbon market’ incre-mental payoff is estimated using the Real Options Approach. In order to do that, the numerical methodspreviously mentioned are used under the assumption that the behavior of the carbon price is random andthat the price follows a Geometric Brownian Motion. Keywords : real options, carbon market, renewable energy sources. RESUMO. Este trabalho tem por objetivo avaliar a robustez dos metodos de Grant, Vora & Weeks e dos´M´inimos Quadrados quando aplicados na avaliac¸˜ao de projetos de gerac¸ ˜ao de energia el etrica a partir de´fontes renovaveis desenvolvidos no´ ambito do Mecanismo de Desenvolvimento Limpo do Protocolo deˆQuioto. Em primeiro lugar, a metodologia proposta consiste em utilizar o modelo NEWAVE para es-tabelecer cen´arios hidrol ogicos de despacho para as usinas conectadas ao sistema interligado nacional.´Em seguida, baseado no escopo da metodologia ACM0002, considera-se a incerteza associada `a evoluc¸ ˜aotemporal da linha de base do projeto. Finalmente, o valor incremental do mercado de carbono e estimado´utilizando-se a Teoria das Opc¸˜oes Reais. Para tanto os m etodos num´ ericos citados anteriormente s´ ˜ao uti-lizados sob a premissa de que o prec¸o do credito de carbono se comporta de forma aleat´ oria segundo as´premissas de um Movimento Geom´etrico Browniano.","[""abstract""]"
"195410893","10.3390/EN12112150","2948707379","Short Run Effects of Carbon Policy on U.S. Electricity Markets","2019","1","This paper presents estimates of short run impacts of a carbon price on the electricity industry using a cost-minimizing mathematical model of the U.S. market. Prices of $25 and $50 per ton of carbon dioxide equivalent emissions cause electricity emissions reductions of 17% and 22% from present levels, respectively. This suggests significant electricity sector emissions reductions can be achieved quickly from a modest carbon tax, and diminishing reductions occur when increasing from $25 to $50. The model captures short run effects via operational changes at existing U.S. power plants, mostly by switching production from coal to natural gas. A state-level analysis yields the following conclusions: (1) states which reduce the most emissions are high coal-consumers in the Mid-Atlantic and Midwest regions, (2) 15 states increase emissions after carbon policy because they increase natural gas consumption to offset coal consumption decreases in neighboring states, and (3) a flat per-capita rebate of tax revenue leads to wealth transfers across states.","[""abstract""]"
"195748343","null","null","The Effects of U . S . Withdrawal from the Kyoto Protocol on International Emission Trading","2002","0","The U.S. decision not to ratify the Kyoto Protocol changes dramatically the prospects on the actual working of the international markets for carbon emissions. When the U.S. participate in Kyoto, according to most evaluations, the equilibrium price of permits in 2010 is expected to be in the range of 50 to 100 US$. Without the U.S., it would be considerably smaller, even close to zero in some modeling scenarios. This reflects the fact that the emission credits allocated in excess to Russia and other CIS countries (hot air) will be approximately enough to satisfy the potential demand by the remaining Annex B regions, even if the U.S. implement a modest domestic abatement policy. In such a context, it is very likely that the Former Soviet Union (FSU) adopts a monopolistic behavior, that is to restrict the supply of permits in order to maximize its revenues from permits sales. Even before the recent U.S. decision, the possibility and the outcome of a monopolistic behavior by FSU have been analyzed and assessed through Computable General Equilibrium (CGE) models. However, most of the studies are based on a short-run or “myopic” approach, without consideration of the possible gains accruing from banking emissions rights, either for domestic use or for sale. In this paper, we adopt an inter-temporal approach, which is subject to several uncertainties concerning both the short term, in particular the competition from other flexibility mechanisms, and the long run (i.e. economic growth, technological change, and the future of the Kyoto Protocol). Using an optimization mathematical program calibrated on two CGE models (EPPA and GEMINI-E3), the paper shows that carbon prices are relatively unsensitive to FSU’s behaviors when the U.S. is assumed to participate. It also shows that the impacts of market power by FSU is largely dependent on the elasticity of permits demand when the U.S. have no emissions constraint. Finally, we focus on the uncertainty about the supply of CDM by developing countries. It is shown that permits prices are relatively unsensitive to CDM supply in the short run but not in the long run.","[""abstract""]"
"195778675","null","null","Temporal and spatial distribution of global mitigation costs : INDC role and generation equity","2017","0","In the working group three of the fifth IPCC assessment report, there are numbers of scenarios corresponding to 450ppm CO2 equivalent concentration stabilization, which is generally known as what we call 2 degree target. RCP (Representative Concentration Pathways) 2.6 is one of them and the summation of all countriesâ€TM emissions submitted as INDC (Intended Nationally Determined Contributions) is expected to be larger than RCP2.6 in 2030. To achieve the 2 degree target, additional emission reduction is needed to fill the gap between them after 2030. Such mitigation scenario consistent with INDC and achieving the 2 degree target would have different mitigation costs spatially and temporally, and influence on the generation equity both in intraand intergenerations. Here, we have the three research questions, namely 1) for inter-generation equity, does INDC cause more harm to the future generation comparing with RCP2.6? 2) For intra-generation equity, if we follow INDC pledges, would we gain more intra-generation equity? 3) Would it help to improve generation equity regarding mitigation costs if we could have more stringent reduction target than INDC? This study answers these questions using the AIM/CGE (Asia-Pacific Integrated Model/ Computable General Equilibrium) model, which is a recursive dynamic general equilibrium model that covers all regions of the world. GTAP and energy balance table are used as a basis of the SAM and energy balance table and reconciled them with other international statistics such as national accounts. The data in the year 2005 is used as the base year calibration data. GHG emissions are calibrated to EDGAR4.2. The following four scenarios were analyzed: BAU, 26W, 26W_INDC and 26W_S_INDC. The BAU entails no emissions constraints and follows current trends in energy technologies. The 26W scenario has emissions constraints that approximately meet the emission target in RCP 2.6. It uses a uniform global carbon price to achieve the emission target. 26W_INDC scenario also meets the radiative forcing target approximately achieves 2.8 W/m2 in 2100 (not 2.6 but it is close enough considering temperature changes) and INDC pledges are satisfied before 2030 and a uniform global carbon price is assumed thereafter. 26W_S_INDC scenario is similar to 26W_INDC scenario except that each countryâ€TMs INDC emission target increases by 10 percent compared to 26W_INDC. The socioeconomic assumptions behind of all three scenarios follow SSP2 socioeconomic assumptions. The target period of assessment is 2020 to 2100. To make current and future mitigation costs comparable, we introduce discount rate. The discount rates are decided using the following function (a). Î ́ is the pure rate of time preference for the present. g(t,r) is the GDP growth rate in region r and time t. Î·(r) represents inequality aversion in region r. Previous studies often assign a value ranging from 1 to 2 for inequality aversion. Ï•(t,r) is the discount rate in time t for region r. Ï•(t,r)=Î ́+Î·(r) * g(t,r) (a) We get GDP loss results as mitigation costs in the above scenarios from AIM/CGE model. To analyze inter-generation equity, we divide the year 2020 to 2100 into two generations. Current generation is 2020 to 2060. Future generation is 2060 to 2100. Then, we compared NPV (Net Present Value) of GDP losses in the scenarios. For intra-generation equity analysis, we focused on the relationship between the GDP loss rate and GDP per capita across regions in different years as well as using NPV of GDP loss rate as average values. The results show that 26W_INDC has low mitigation cost in the former period, but high in the latter period comparing with 26W. Therefore, if we use ordinal number 2.0 as the inequality aversion parameter, 26W shows better inter-generation than 26W_INDC. More than 2.66 in the inequality","[""abstract""]"
"197044565","10.1504/IJGW.2019.10021850","2952278931","The impacts of carbon pricing on the Brazilian power distribution sector","2019","0","The implementation of instruments for carbon pricing has increased to achieve the goals set in the Paris Agreement with respect to the reduction of greenhouse gas emissions. Brazil has already expressed its interest in using carbon pricing as a method to meet its goals. This study aims to determine the impact of the implementation of internal carbon prices on the outturn of the Brazilian power distribution sector and on the energy tariff paid by end consumers. The results of this investigation, which includes data from 31 companies and scenarios with eight reference prices, show that the net income decreases by 1% when the carbon price is US$0.4 and the energy tariff increases by 1% when the carbon price is US$4. This study contributes to the implementation of carbon pricing by the Brazilian power distribution sector and the elaboration of future energy tariff regulations by policy makers. Suggestions for future studies are provided in the conclusions.","[""abstract"",""title""]"
"197549462","10.11575/SPPP.V12I0.53155","2920970719","The Greenhouse Gas Emissions Coverage of Carbon Pricing Instruments for Canadian Provinces","2019","11","In this paper we provide a comparison of the coverage of Canadian carbon pricing systems. We define coverage as the proportion and types of emissions priced under the various systems, by emissions source. We compare provincially announced pricing systems to the federal benchmark (the minimum coverage provinces must meet) and the federal backstop, the pricing system that will be imposed on provinces with insufficient coverage or who opt to not develop their own policies. For those provinces that have not yet introduced a carbon price we look only at coverage under the federal benchmark and the federal backstop. We find the majority of provincial pricing systems meet or exceed the federal benchmark. Our results also point to the importance of additional complementary policies to address significant sources of unpriced emissions, primarily in agriculture and fugitive sources.","[""abstract"",""title""]"
"197587494","10.2139/ssrn.2947614","2949313644","Sensitivity of Modeling Results to Technological and Regional Details: The Case of Italy's Carbon Mitigation Policy","2017","4","Model differences in technological and geographical scales are common, but their contributions to uncertainties have not been systematically quantified in the climate policy literature. This paper carries out a systematic assessment on the sensitivity of Computable General Equilibrium models to technological and geographical scales in evaluating the economic impacts of carbon mitigation policies. Taking Italy as an example, we find that the estimation for carbon price and the economic cost of a de-carbonization pathway by means of a model with technological and regional details can be lower than a model without such details by up to 40%. Additionally, the effect of representing regional details appears to be far more important than the effect of representing the details of electricity technology in both the estimated carbon prices and the estimated economic impacts. Our results for Italy highlight the importance of modeling uncertainties of these two key assumptions, which should be appropriately acknowledged when applying CGE models for policy impact assessment. Our conclusions can be generalized to different countries and policy scenarios not in terms of absolute numbers but in terms of economic explanations. In particular, intra-national trade and the sub-national sectoral/technological specialization are important variables for understanding the economic dynamics behind these outcomes.","[""abstract""]"
"197645670","10.17863/CAM.41237","2966341089","Can wholesale electricity prices support “subsidy-free” generation investment in Europe?","2019","4","Using a Pan-European electricity dispatch model we find that with higher variable renewable energy (VRE) production wholesale power prices may no longer serve as a long-run signal for generation investment in 2025. If wind and solar are to be self-financing by 2025 under the current European market design, they would need to be operating in circumstances which combine lower capital cost with higher fossil fuel and/or carbon prices. In the absence of these conditions, long term subsidy mechanisms would need to continue in order to meet European renewable electricity targets. More VRE production will exacerbate the ‘missing money’ problem for conventional generation. Thus, closures of unprofitable fossil fuel generation would sharpen and increase energy-only prices but would put more pressure on ancillary services markets to support system stability. Thus, the question of the need for a market redesign to let the market guide investments in both renewables and conventional generation would seem to remain.","[""abstract""]"
"197772134","10.3934/QFE.2019.1.109","2584284122","Supply-side perspective for carbon pricing","2019","12","This paper theoretically and empirically revisits carbon pricing from the supply-side perspective for carbon assets to solve the recent low price issue which may delay the development of emission reduction technologies in the sense of marginal abatement costs. We propose a carbon pricing model linked to crude oil prices, which has historically been employed in supply-side driven pricing of long-term contracts for early-stage energy trading. Since the model is designed to hold carbon prices between certain lower and upper boundaries using S-shaped carbon price linkage to crude oil prices, it can be useful to overcome a recent low carbon price issue. In addition, it is shown that the model can alleviate the difficulties of carbon derivative pricing in selecting market price of risk. Empirical studies using EUA and Brent crude oil futures prices estimate the parameters of the Brent crude oil-linked EUA price model. The comparison of EUA prices simulated from the model with historical EUA prices suggests that simulated EUA prices be kept relatively higher than historical EUA prices. This is preferable for accelerating carbon emission reductions in that it can make emission reduction technologies with high marginal abatement costs affordable. It may imply that EUA must be priced using a crude oil-linked carbon price model in the early stage of EUA trading until EUA markets mature. This is a sharp contrast to current carbon markets employing premature market-based or supply and demand based pricing models. To show usefulness of crude oil-linked carbon pricing, we also give a numerical example of European carbon option pricing based on the Brent crude oil-linked EUA price model by using the Crank-Nicolson finite difference method. Finally we discuss the relation between crude oil-linked carbon pricing and emission reduction risk. These studies may suggest carbon policy makers should take account of crude oil-linked carbon pricing to tackle low price and low liquidity issues of carbon assets.","[""abstract"",""title""]"
"197780935","null","2951079553","Emission Permits Allocation, Market Power and Cost-effectiveness of ETS - A Theoretical Analysis","2017","0","Emissions trading system (ETS) has become an important policy instrument in the post-Kyoto period of climate change (González-Eguino, 2011). Most of the current carbon markets proved to be successful in helping the corresponding countries and regions reduce CO2 in a cost-efficient way (Hahn and Stavins, 2011), while problems were also observed in the existing carbon markets. For example, the carbon price in the first period of EU ETS experienced high fluctuation, consequently the carbon price fell to zero in 2007. And the pilot carbon markets in China emerged market downturn to certain degree with big variation of carbon price (4.2-123 Yuan/ton) and low liquidity in trading market (Only about 2% of the allowances were traded).","[""abstract""]"
"197783510","10.1080/14693062.2019.1627180","2951107100","Would different methodologies for assessing carbon leakage exposure lead to different risk levels? A case study of the Brazilian industry","2019","6","ABSTRACT Energy-intensive industries play an important role in low-carbon development, being particularly exposed to climate policies. Concern over possible carbon leakage in this sector poses a major challenge for designing effective carbon pricing instruments (CPI). Different methodologies for assessing carbon leakage exposure are currently used by different jurisdictions, each of them based on different approaches and indicators. This paper aims to analyse the extent to which the use of different methodologies leads to different results in terms of exposure to the risk of carbon leakage, using the Brazilian industry sector as a case study. Results indicate that carbon leakage exposure is an expected outcome of eventual CPI implementation in Brazilian industry. However, results vary according to the chosen methodology, so the definition of the criteria is paramount for assessing sectoral exposure to the risk of carbon leakage. Key policy insights Despite increasing discussion about the implementation of carbon pricing on the Brazilian industrial sector, the evaluation of carbon leakage risks is still neglected. Assessments of the risk of carbon leakage are directly related to the indicators and criteria used by each methodology. Thus, a given subsector may present different levels of exposure to carbon leakage depending on the methodological choice. More than a purely technical discussion, the methodological definition of carbon leakage risk is a political discussion – it can be well-conducted, leading to the success of a CPI, or even sabotaged, by implicitly subsidizing energy-intensive industries.","[""abstract""]"
"197803562","null","2951917794","Climate Change from the Streets: A Community-based Framework for Addressing Local and Global Environmental Health Impacts","2015","0","Author(s): Mendez, Michael A. | Advisor(s): Corburn, Jason | Abstract: This dissertation analyzes the emerging epistemologies of climate change in California as articulated by social movements, experts, and subnational governments. As the world’s eighth-largest economy and the only state in the U.S. to implement a comprehensive program of regulatory and market-based mechanisms to achieve reductions in greenhouse gas (GHG) emissions, California represents an important site of inquiry. The passage of Assembly Bill 32, the Global Warming Solutions Act of 2006 has made the state a global leader on climate change science and policy innovation. While no subnational government can halt climate change alone, California’s environmental policies have a long history of success and replication. Through an extensive analysis of the state’s climate policies and interviews with key stakeholders, this dissertation highlights the challenges California faces in influencing global climate policy while addressing the needs of local communities that are already adversely impacted by air pollution. As cities and public agencies appropriate leadership roles in climate governance, policy formulation is increasingly emerging as an expert-driven process that emphasizes global GHG reductions as the goal and geographically-neutral economic and technological fixes as the solution. In this process, community-based strategies that integrate climate change interventions with population health outcomes are often excluded. This dissertation asks how environmental justice advocates are engaging strategically in the policymaking process in order to legitimize or contest regulatory policies regarding climate change in the face of ongoing pollution, illness, and injustice. In answering this question, the dissertation centers on three areas of inquiry: (1) the public health and environmental justice aspects of municipal climate action plans; (2) the conflict over statewide carbon pricing and use of its revenue for investment in communities most impacted by air pollution; and, (3) the social implications of international forest carbon-offset projects allowable under California’s market-based climate change law. These cases provide critical insights into environmental inequities and the emerging epistemologies of climate change on multiple scales. The dissertation findings demonstrate that the implementation of climate policies can either serve to exacerbate or redress underlying environmental health inequities in urban communities. In particular, these cases highlight the environmental justice strategies that are challenging a priori policy expertise to produce new local, place-based conceptualizations of climate change that underscore population health and community well-being.","[""abstract""]"
"197809422","null","2949197137","Carbon Pricing Impacts on the Nordic Power Market: Cost Imcrements, Merit Order Distortions and Market Power","2007","0","null","[""title""]"
