,query_appears_in_title,nacsos_id,wos_id,title,authors,abstract,doi,pubyear
69,False,4484209.0,WOS:000606176600006,The role of CO2 emissions and economic growth in energy consumption: empirical evidence from Belt and Road and OECD countries,,"Energy economics literature indicates that CO2 emissions and economic growth are significant drivers of energy consumption. This paper empirically tests the claim described above within the context of the Belt and Road Initiative countries and the Organisation for Economic Co-operation and Development countries. Prais-Winsten regression estimates the models with panel corrected standard errors. The random effects and fixed effects estimators proved inefficient, while the panel corrected standard errors proved to be an efficient and appropriate estimator. The results are consistent with the usual drivers indicated in the literature; both CO2 emissions and economic growth positively and significantly affect energy consumption in all the eight panels, including the Belt and Road Initiative panel and the Organisation for Economic Co-operation and Development panel. CO2 emissions on energy consumption are 10.7% higher in the Organisation for Economic Co-operation and Development countries than in the Belt and Road Initiative countries. Similarly, economic growth on energy consumption is 9.4% higher in the Organisation for Economic Co-operation and Development countries than in the Belt and Road Initiative countries. Policy recommendations in the study include improving and implementing an energy diversification policy, introducing carbon taxes and adopting new technologies like carbon capture and storage. These policies aim to encourage renewable and green energy usage and transition to low carbon technologies to reduce CO2 emissions while maintaining sustainable economic growth.",10.1007/s11356-020-11982-8,2021.0
70,False,5196483.0,WOS:000710121500004,Potential of CO2-enhanced oil recovery coupled with carbon capture and storage in mitigating greenhouse gas emissions in the UAE,,"The potential of adopting CO2-Enhanced Oil Recovery (EOR) coupled with Carbon Capture and Storage (CCS) at a large scale is significant for major oil exporters like the United Arab Emirates. We develop a system dynamics model of the interactions between the demand of CO2-EOR to sustain oil output as reservoirs age, the country's production targets, and the required carbon prices to accelerate the adoption of CO2-EOR with CCS. We simulate 12 scenarios that represents different pathways for oil production, CO2 emissions growth and performance of CO2-EOR. The scenarios consider the sensitivity to key parameters: net utilization factor of CO2 for the marginal barrel of oil produced, the time it takes for injected CO2 to reach the production well (breakthrough time), and the share of EOR wells going to CO2-EOR operation. We find that a carbon price of 10-15 $/t CO2 in the first decade is needed in order to offset the cost of the CCS operations with the potential of breaking even by 2030. The large-scale adoption of CO2-EOR with CCS in the UAE can help in meeting 2.2-39.2% of the UAE 2nd national committed reduction target, i.e., 72.85 million tons of CO2 reduction per year by 2030, depending on CO2 breakthrough time and its net utilization factor. It may also help in freeing natural gas that could supply 12-20% of local energy needs extending its use with the CCS system. This study demonstrates a systematic modeling approach that quantifies complex interactions at the system level towards cleaner production practices.",10.1016/j.ijggc.2021.103485,2021.0
71,False,5283011.0,WOS:000605110100014,On capital utilization in the hydrogen economy: The quest to minimize idle capacity in renewables-rich energy systems,,"The hydrogen economy is currently experiencing a surge in attention, partly due to the possibility of absorbing variable renewable energy (VRE) production peaks through electrolysis. A fundamental challenge with this approach is low utilization rates of various parts of the integrated electricity-hydrogen system. To assess the importance of capacity utilization, this paper introduces a novel stylized numerical energy system model incorporating the major elements of electricity and hydrogen generation, transmission and storage, including both ""green"" hydrogen from electrolysis and ""blue"" hydrogen from natural gas reforming with CO2 capture and storage (CCS). Concurrent optimization of all major system elements revealed that balancing VRE with electrolysis involves substantial additional costs beyond reduced electrolyzer capacity factors. Depending on the location of electrolyzers, greater capital expenditures are also required for hydrogen pipelines and storage infrastructure (to handle intermittent hydrogen production) or electricity transmission networks (to transmit VRE peaks to electrolyzers). Blue hydrogen scenarios face similar constraints. High VRE shares impose low utilization rates of CO2 capture, transport and storage infrastructure for conventional CCS, and of hydrogen transmission and storage infrastructure for a novel process (gas switching reforming) that enables flexible power and hydrogen production. In conclusion, all major system elements must be considered to accurately reflect the costs of using hydrogen to integrate higher VRE shares. (C) 2020 The Author(s). Published by Elsevier Ltd on behalf of Hydrogen Energy Publications LLC.",10.1016/j.ijhydene.2020.09.197,2021.0
72,False,5283010.0,WOS:000627465000001,A Review of the Application of Steel Slag in CO2 Fixation,,"Steel slag is the main by-product during the steel manufacturing process, with the characteristics of large output and low utilization rate. Since the high content of calcium oxide in steel slag, it is often used for CO2 capture. In this paper, progress on the development of steel slag for fixing CO2 is reviewed. This review is organized according to the carbonation type of steel slag, including direct carbonation and indirect carbonation. For direct carbonation, it is introduced from two parts: aqueous carbonation and gas-solid carbonation. For indirect carbonation, it is summarized according to the extracting agent. The carbonation condition and capacity will be carefully discussed. Besides, the techno-economic assessments of using steel slag for CO2 capture are discussed. This paper will provide an overview of the steel slag using for CO2 sequestration available and valuable suggestions for future study.",10.1002/cben.202000021,2021.0
73,False,5283009.0,WOS:000662579200001,"A Review of Modified Steel Slag Application in Catalytic Pyrolysis, Organic Degradation, Electrocatalysis, Photocatalysis, Transesterification and Carbon Capture and Storage",,"As a by-product of the iron and steel industry, steel slag is rich in catalytically active substances and can therefore be used as a solid catalyst. Many studies have shown that the application potential of steel slag in catalysis is huge, which provides new development space for its application, thereby increasing its additional utilization value. This article primarily reviews the research progress in catalytic fields such as catalytic pyrolysis, organic degradation, electrocatalysis, photocatalysis, transesterification, and carbon capture and storage, as well as the modification methods of steel slag. The catalytic performance of the modified steel slag has been further improved, and it has the meaningful characteristics of high efficiency, cleanliness, and low costs.",10.3390/app11104539,2021.0
74,False,4943161.0,WOS:000697912400004,Observing technology reserves of carbon capture and storage via patent data: Paving the way for carbon neutral,,"Under the premise of being a mature technology, carbon dioxide capture, storage and utilization (CCUS) is an important part of a global climate solution that can help achieve near-zero emissions. However, CCUS development lies well short of what had been anticipated by the public. At present, global CO2 emissions and the target of climate mitigation are so broadly divided that international climate governance is in grave shape. Here has probably become the optimum time to make an inventory of CCUS technology reserves in various economies to enable advanced deployment of technology research and development, dramatically reduce technology costs, and accelerate CCUS commercial deployment. Based on patent data, this study uses a dynamic programming algorithm combined with topic modeling to identify key technology clusters and main development paths from a complex patent network. Such a wide-range open monitoring mode for CCUS technology can quickly detect potential breakthroughs in the evolution paths. To some extent, it is possible to address the problems of less decision-making information and poor accuracy of CCUS technology monitoring. We dissect the development status of the global CCUS patent market and outline the patent layout strategy of CCUS in major economies. From 36,854 patents retrieved, 27 key technology paths are screened, 9 of which are emerging ones that need to speed up the layout; while 57 potential breakthroughs are identified (35 for CO2 capture and 22 for CO2 storage and utilization). These findings are informative for micro-level CCUS research and development in enterprises and provide decision support for the macro-level national science and technology strategic layout.",10.1016/j.techfore.2021.120933,2021.0
75,False,5281444.0,WOS:000607498000006,Optimal liquified natural gas (LNG) cold energy utilization in an Allam cycle power plant with carbon capture and storage,,"Oxy-combustion power cycles are an alternative technology for electricity generation to facilitate carbon capture and storage (CCS). Among oxy-combustion power cycles, the Allam cycle is one of the most promising technologies for power generation in terms of both efficiency and economics. Besides, the Allam cycle can also achieve a near-zero emission target at a much lower cost compared to conventional fossil fuel power plants. On the other hand, the flue gas carbon capture process and the recycled flue gas compression process in the Allam cycle consume considerable work. If the compression work can be decreased, the energy efficiency of the system can be further improved, which can enhance the competitiveness over other power generation technologies. When the fuel of the power plant is Liquified Natural Gas (LNG) instead of conventional natural gas, the LNG cold energy can be utilized to reduce the compression work of the carbon capture process and recycled flue gas compression work in the Allam cycle. In this study, we investigated different ways to utilize the LNG cold energy for both a stand-alone power plant and a cogeneration system with power generation and LNG regasification. A superstructure incorporating many possible flowsheets is proposed in this study. A simulation-based optimization framework is adopted to optimize the superstructure. The results indicate that direct integration of LNG regasification and flue gas liquefaction performs well for the stand-alone power plant, while the organic Rankine cycle integration scheme is the best choice for the cogeneration system.",10.1016/j.enconman.2020.113725,2021.0
76,False,4784295.0,WOS:000663758600008,Comparative environmental benefits of power generation from underground and surface coal gasification with carbon capture and storage,,"Underground gasification combined cycle (UGCC), when combined with carbon capture and storage (CCS), is widely judged to be a promising approach for clean coal utilization especially in the context of carbon neutral energy pathways. Nevertheless, the overall operation processes may consume a multiple of energy and inevitably trigger environmental concerns. Hence, a careful evaluation of the potential environmental impacts associated with UGCC is needed. In this study, we assessed environmental impacts of UGCC with and without CCS by the life cycle assessment method, and compared the results with those of surface integrated gasification combined cycle (IGCC) to gain better insight into tradeoffs of two coal gasification technologies and lighten the environmental burden by design optimizations. The results demonstrated that most mid-point impact values of UGCC power plants, which reflect pollution emissions and corresponding damage degree, were lower. Inversely, the global warming potential was 16.9% higher than those of IGCC power plants. Furthermore, UGCC power plants have superior end-point environmental benefits, which represent the damage of ecosystem quality, human health and resources. As demonstrated by the fact that the value of above three impact types were 23%, 15% and 4%, lower than those of IGCC power plants, respectively. In addition, the implement of CCS in two types of power plants decreased human health damage due to reduced greenhouse gas emissions, but notable environmental trade-offs are the increase in ecosystem quality damage and resource damage. The aggregated results show that UGCC with or without CCS has a more outstanding environmental performance with exception of global warming potential than IGCC with or without CCS. Enhancing UCG process control, improving syngas heating value and decreasing the energy in gasification agent preparation are effective methods to further reduce the GHG emissions. Approached in an improved way, UGCC-CCS stands to provide a low-carbon and self-contained solution for power production and energy provision.",10.1016/j.jclepro.2021.127383,2021.0
77,False,4783520.0,WOS:000618243400004,Thermoeconomic evaluation of double-reheat coal-fired power units with carbon capture and storage and waste heat recovery using organic Rankine cycle,,"Coal-fired power generation units using carbon capture and storage (CCS) can reduce CO2 emissions significantly whereas CCS consumes large amounts of renewable energy, leading to an efficiency penalty. To decrease the steam extraction and promote energy utilization efficiency, this study employs organic Rankine cycle (ORC) to recover the waste heat of reboiler condensate and utilizes the waste heat in CO2 compressed processes to provide energy for carbon capture system. Three technical scenarios are proposed: (1) Coal-fired carbon capture power generation system: the medium-pressure cylinder exhaust is throttled by an auxiliary turbine and exchanges heat with H6 heater to provide energy for a reboiler; (2) Coal-fired carbon capture power generation system using ORC to recover the residual heat of reboiler condensate; (3) Solar-aided coal-fired power generation system using ORC and CCS: waste heat in CO2 compression processes is supplied for a reboiler and ORC recovers the residual heat of reboiler condensate. The energy balance and overall performance of different scenarios are investigated with EBSILON, and the parameter sensitivity of scenario III is conducted. Results reveal that all scenarios improve the thermal performance of the system, and the thermo-economics of scenario III is the best at the heat ratio of 0.4.",10.1016/j.ijggc.2020.103247,2021.0
78,False,5218868.0,WOS:000607780900019,Progress in carbon capture technologies,,"Human factors are one of the key contributors to carbon dioxide emissions into the environment. Since the industrial revolution, the atmospheric carbon dioxide levels have increased appreciably. This has been attributed to the utilization of fossil fuels for energy generation coupled with the clearing of forests and extensive manufacturing of some industrial products such as cement. The increase in atmospheric concentrations of carbon dioxide has been widely linked to climate change and the Earth's temperature. A drastic approach is therefore needed in terms of policy formulation to address this global challenge. Carbon capture and storage are reliable tools that can be introduced to the industrial sector to address this issue. Therefore, this review presents a thorough investigation of the various technologies that can be harnessed to capture carbon dioxide. The cost associated with the capture, transport, and storage of the carbon dioxide is discussed. Socio-economic aspects of carbon capture and storage technologies are also presented in this review. Factors influencing public awareness of the technology and perceptions associated with carbon capture and storage should be a point for consideration in future research activities relating to this novel technology. This, in effect, this will ensure effective expert knowledge communication to the general public and foster social acceptance of this technology. (C) 2020 Elsevier B.V. All rights reserved.",10.1016/j.scitotenv.2020.143203,2021.0
79,False,5225736.0,WOS:000726741700001,A review on materials and processes for carbon dioxide separation and capture,,"In today's world, owing to industrial expansion, urbanization, the rapid growth of the human population, and the high standard of living, the utilization of the most advanced technologies is unavoidable. The enhanced anthropogenic activities worldwide result in a continuous increase in global warming potential, thereby raising a global concern. The constant rise in global warming potential forces the world to mitigate greenhouse gases, particularly carbon dioxide. Carbon dioxide is considered as the primary contributor responsible for global warming and climatic changes. The global anthropogenic carbon dioxide emissions released into the atmosphere can eventually deteriorate the environment and endanger the ecosystem. Combating global warming is one of the main challenges in achieving sustainable development. Carbon capture and storage is a potential solution to mitigate carbon dioxide emissions. There are three main methods for carbon capture and storage: post-combustion, precombustion, and oxy-fuel combustion. Among them, post-combustion is used in thermal power plants and industrial sectors, all of which contribute a significant amount of carbon dioxide. Different techniques such as physical and chemical absorption, physical and chemical adsorption, membrane separation, and cryogenic distillation used for carbon capture are thoroughly discussed and presented. Currently, there are various materials including absorbents, adsorbents, and membranes used in carbon dioxide capture. Still, there is a search for new and novel materials and processes for separating and capturing carbon dioxide. This review article provides a comprehensive review of different methods, techniques, materials, and processes used for separating and capturing carbon dioxide from significant stationary point sources.",10.1177/0958305X211050984,
80,False,5223615.0,WOS:000719275300006,Utilization of steelmaking slag for carbon capture and storage with flue gas,,"Carbon capture and storage is a necessary action for the reduction of CO2 emissions, and thereby mitigation of climate change and its impacts. Especially, in India, with its growing fuel needs and very little attention paid towards carbon capture and storage, mineral carbonation technology is a suitable option as it is cost-effective and could be retrofitted to existing plants that emit CO2. Given the development of carbon capture and storage technology, this study attempts direct mineral carbonation of steelmaking slag with flue gas. Response surface methodology was employed to design gas-solid and slurry phase aqueous carbonation experiments. A maximum reduction of about 36.1% was achieved through aqueous carbonation at 61.1 degrees C, 46.24 bar, and a liquid-to-solid ratio of 14.5, corresponding to a sequestration capacity of 127.4 g of CO2/kg of slag. The temperature was found to be the most vital parameter in both the aqueous and gas-solid carbonation processes. Regression models used to study the carbonation process were found to be statistically significant. The carbonated slag consisted of mineral phases, namely, calcite and dolomite. The results demonstrated the sequestration potential of Indian steelmaking slag with flue gas. Carbonation of steelmaking slag with flue gas poses to be a promising option for the development of carbon capture and storage technology in the country.",10.1007/s11356-021-17493-4,
81,False,5283008.0,WOS:000615306000060,The Potential Impact of the US Carbon Capture and Storage Tax Credit Expansion on the Economic Feasibility of Industrial Carbon Capture and Storage,,"In early 2018, the U.S. Congress expanded the 45Q tax credit program for the capture, storage, and utilization of CO2. The 45Q tax credit expansion creates a financial incentive of $50 for each tonne of CO2 placed in long-term storage, a significant increase from the $20 per tonne that was originally authorized in the Energy Policy Act of 2008. Here, we estimate the net present value of industrial carbon capture and storage with the $50 per tonne credit and find that in some industrial systems, the costs of capturing, transporting, and storing one tonne of CO2 is less than $50. For systems in which the $50 tax credit is not cost effective, economies of scale associated with small emissions quantities are limiting, and a simple gaseous transportation solution which saves on CO2 compression costs improves economics in some cases. However, the $50 tax credit is unlikely to be sufficient to stimulate changes in the management of most industrial CO2 emissions.",10.1016/j.enpol.2020.112064,2021.0
82,False,5196334.0,WOS:000715113000002,Emergy evaluation of the integrated gasification combined cycle power generation systems with a carbon capture system,,"An Integrated Gasification Combined Cycle (IGCC) power generation system has a significant effect on improving resource utilization efficiency. Carbon capture and storage (CCS) has been widely adopted to control greenhouse gas emissions. The integration of the two systems can further reduce CO2 emissions but cause elevated investment costs. As an effective tool to evaluate resource utilization efficiency and environmental impact, emergy analysis on coal and biomass based IGCC power generation systems with/without CCS is conducted in this paper. The coal based IGCC systems are simulated in Aspen plus to obtain the electricity generated under different CCS scales. For other systems, the data for emergy evaluation are from references. The sustainabilities under different CO2 tax values are compared. The factors impacting the sustainabilities are discussed. The results show that when CCS is not considered, all IGCC systems are superior to coal and biomass direct-fired systems in terms of sustainability. After CCS is integrated, the sustainability of biomass based IGCC system is still higher than that of biomass direct-fired systems, while coal based IGCC systems are less sustainable than coal direct-fired systems under low CO2 tax. The sustainabilities of Texaco-IGCC systems increase with CCS scales when CO2 tax is higher than 0.0220 $/kg, emphasizing CCS at a larger scale. For the Shell-IGCC systems, a higher CO2 tax (0.3880 $/kg) is preferred for the promotion of large scale CCS. In the scenario that the cost emergy transformity improves, the CO2 tax value at the point of sustainabilities reversal will decrease.",10.1016/j.rser.2021.111208,2021.0
83,False,5283007.0,WOS:000611858300009,Advanced exergy and exergoeconomic analysis of an integrated system combining CO2 capture-storage and waste heat utilization processes,,"To solve the problem regarding the purification of coal syngas, a system that integrates the CO2 capture and storage process and the waste heat utilization processes is proposed herein and analyzed using advanced exergy and exergoeconomic analysis methods. The purpose is to obtain the distribution of the exergy destruction rate and the cost rate of each block in the integrated process. The total exergy efficiency of the system was found to be 17.56%. Moreover, the total exergy destruction was 36424 kW, of which the CO2 capture and storage process accounted for 43.15%, the organic Rankine cycle process accounted for 32.35%, and the absorption refrigeration cycle process accounted for 24.50%. The exergy destruction ratio of the whole system was 82.44%. In this process, the optimization of the blocks such as the distillation column, absorber, and Evaporator 2 is to be considered a priority. Advanced exergy and energy efficiency analysis can provide guidance for the optimization of system irreversibility and help to determine the improvement potential of each block. In addition, certain strategies are proposed for the improvement of each block on the basis of the results, which can provide a theoretical flowchart for the efficient operation of the integration process. (C) 2020 Elsevier Ltd. All rights reserved.",10.1016/j.energy.2020.119600,2021.0
84,False,4926156.0,WOS:000687063400051,Life Cycle Assessment of Direct Air Carbon Capture and Storage with Low-Carbon Energy Sources,,"Direct air carbon capture and storage (DACCS) is an emerging carbon dioxide removal technology, which has the potential to remove large amounts of CO2 from the atmosphere. We present a comprehensive life cycle assessment of different DACCS systems with low-carbon electricity and heat sources required for the CO2 capture process, both stand-alone and grid-connected system configurations. The results demonstrate negative greenhouse gas (GHG) emissions for all eight selected locations and five system layouts, with the highest GHG removal potential in countries with low-carbon electricity supply and waste heat usage (up to 97%). Autonomous system layouts prove to be a promising alternative, with a GHG removal efficiency of 79-91%, at locations with high solar irradiation to avoid the consumption of fossil fuel-based grid electricity and heat. The analysis of environmental burdens other than GHG emissions shows some trade-offs associated with CO2 removal, especially land transformation for system layouts with photovoltaics (PV) electricity supply. The sensitivity analysis reveals the importance of selecting appropriate locations for grid-coupled system layouts since the deployment of DACCS at geographic locations with CO2-intensive grid electricity mixes leads to net GHG emissions instead of GHG removal today.",10.1021/acs.est.1c03263,2021.0
85,False,5283006.0,WOS:000738865600006,Thermo-economic and environmental analysis of integrated power plant with carbon capture and storage technology,,"The thermo-economic and environmental analysis of an integrated power system with carbon capture and storage was investigated. The plant comprises solid oxide fuel cell (SOFC), gas turbine (GTC), steam turbine (STC), organic Rankine (ORC), absorption refrigeration (ARC), and carbon capture and storage (CCS) technologies. The system was modelled in terms of energy, exergy and economics, and implemented in the Engineering Equation Solver and MS Excel spreadsheet. Key results show that net power is 147.2 MW, with energy and exergy efficiencies of 40.2 and 39.9%, respectively. A total exergy destruction rate of 217.4 MW is obtained, and distributed as 38, 18, 14, 13, 10, and 7%, respectively, for gas turbine, SOFC, ARC, CCS, ORC and STC. The study further propose that 96.7% of carbon dioxide (CO2) can be captured from the flue gases, and 807.3 kton of CO2 can be transported to depleted oil reservoirs annually for enhanced oil recovery. Cost analysis suggests that the plant's total cost, including the cost of transporting and storing CO2, is $ 186 million and cost of CO2 avoidance is $ 110 per tonne, while the levelized cost of energy and payback on investment are put at $ 0.123 per kWh and 5.2 years, respectively. Parametric simulation of pressure ratio, SOFC temperature, fuel utilization factor, excess combustion air, length of pipeline and interest rate were also investigated. The study has the potentials of pushing the energy policy landscape of an energy disadvantaged economy into a broader energy access and climate action terrains. (C) 2021 Elsevier Ltd. All rights reserved.",10.1016/j.energy.2021.122748,2022.0
86,False,5283005.0,WOS:000635272300001,Photochemical reduction of carbon dioxide to formic acid,,"With the growing awareness of green chemistry, carbon capture and utilization (CCU) has received tremendous attention compared to carbon capture and storage (CCS). Over the past decades, the development of sustainable approaches for converting CO2 to valuable products such as CO, HCOOH, CH3OH, organic carboxylic acids and others has become popular and is of great importance for society. In this review, we particularly focus on the generation of HCOOH using homogeneous catalysts, such as transition metal complexes and organic dyes, under photocatalytic conditions. This review will give an overview of recent reports on this topic to stimulate further research in this appealing and vast growing research area.",10.1039/d0gc04040a,2021.0
87,False,5283004.0,WOS:000628163100001,Promoting Public Awareness of Carbon Capture and Storage Technologies in the Russian Federation: A System of Educational Activities,,"The latest technologies for climate change mitigation are carbon capture and storage (CCS). Some countries are developing CCS projects, and they are currently at different stages of deployment. Despite the signing of international agreements on climate change mitigation, Russia's efforts to develop and implement CCS technologies are quite limited. Therefore, it is vital that people are aware of the importance of carbon dioxide capture, utilization, and storage. The purpose of this article is to produce guidelines and toolkits to form a system of measures aimed at raising awareness of the Russian society on carbon dioxide capture and storage technologies. The paper discusses the key findings of several recent studies on the topic, e.g., a study focusing on the level of environmental consciousness among St. Petersburg students; a content analysis of the Russian school textbooks; a study of environmental groups in Russian social media; and an experimental study on creating eco-comics and posters as educational tools for promoting environmental awareness. A multi-level system of educational activities is proposed, including events for preschoolers, schoolchildren, students, and adults.",10.3390/en14051408,2021.0
88,False,5283003.0,WOS:000703195800006,"A generic algebraic targeting approach for integration of renewable energy sources, CO2 capture and storage and negative emission technologies in carbon-constrained energy planning",,"Renewable energy sources, CO2 capture and storage (CCS) and negative emission technologies (NETs) are important elements to incorporate during energy planning to achieve climate change targets by the end of this century. This paper develops a generic algebraic targeting approach based on carbon emissions pinch analysis (CEPA), for the integration of renewable energy sources, CCS and NETs during CO2-con-strained energy planning. Since the recently established graphical targeting approach is both timeconsuming and cumbersome, the algebraic targeting approach developed in this work eliminates the iterative procedure and provides rigorous targets that overcome the limitations of the previous approach. The algebraic targeting approach is demonstrated with a literature case study. Results show that the integration of energy-producing NETs (EP-NETs) reduces energy generation from fossil-based sectors, which leads to CO2 removal. By contrast, despite the removal of CO2 load, the integration of energy consuming NETs (EC-NETs) demanded further utilisation of renewable energy sources as compensatory energy. Finally, CCS deployment aided in CO2 load removal, thus reducing the necessary integration of NETs during energy planning. (C) 2021 Elsevier Ltd. All rights reserved.",10.1016/j.energy.2021.121280,2021.0
89,False,5283002.0,WOS:000745039300006,Thermodynamic analysis of cycle arrangements of the coal-fired thermal power plants with carbon capture,,"The electricity production by combustion of organic fuels, especially coal, increases the atmospheric CO2 content, which contributes to global warming. The greenhouse gas emissions by the power production industry may be reduced by the application of CO2 capture and storage systems, but it remarkably decreases the thermal power plant (TPP) efficiency because of the considerable increase of the auxiliary electricity requirements. This paper describes the thermodynamic analysis of a combined cycle TPP with coal gasification and preliminary carbon dioxide capture from the syngas. Utilization of the heat produced in the fuel preparation increases the TPP net efficiency from 42.3% to 47.2%. Moreover, the analysis included the combined cycle power plant with coal gasification and the CO2 capture from the heat recovery steam generator exhaust gas, and the oxy-fuel combustion power cycle with coal gasification. The coal-fired combined cycle power plant efficiency with the preliminary CO2 capture from syngas is 0.6% higher than that of the CO2 capture after combustion and 9.9% higher than that with the oxy-fuel combustion and further CO2 capture. The specific CO2 emissions are equal to 103 g/kWh for the case of CO2 capture from syngas, 90 g/kWh for the case of CO2 capture from the exhaust gas and 9 g/kWh for the case of oxy-fuel combustion.",10.24425/ather.2021.139653,2021.0
90,False,5249374.0,WOS:000663124600011,Tightening EU ETS targets in line with the European Green Deal: Impacts on the decarbonization of the EU power sector,,"The EU Green Deal calls for climate neutrality by 2050 and emission reductions of 50-55% in 2030 in comparison to 1990. Achieving these reductions requires a substantial tightening of the regulations of the EU emissions trading system (EU ETS). This paper explores how the power sector would have to change in reaction to a tighter EU ETS target, and analyses the technological and economic implications. To cover the major ETS sectors, we combine a detailed power sector model with a marginal-abatement cost curve representation of industry emission abatement. We find that tightening the target would speed up the transformation by 3-17 years for different parts of the electricity system, with renewables contributing 74% of the electricity in 2030, EU-wide coal use almost completely phased-out by 2030 instead of 2045, and zero electricity generation emissions reached by 2040. Carbon prices within the EU ETS would more than triple to 129(sic)/tCO(2) in 2030, reducing cumulated power sector emissions from 2017 to 2057 by 54% compared to a scenario with the current target. This transformation would come at limited costs: total discounted power system costs would only increase by 5%. We test our findings against a number of sensitivities: an increased electricity demand, which might arise from sector coupling, increases deployment of wind and solar and prolongs gas usage. Not allowing transmission expansion beyond 2020 levels shifts investments from wind to PV, hydrogen and batteries, and increases total system costs by 3%. Finally, the unavailability of fossil carbon capture and storage (CCS) or further nuclear investments does not impact results. Unavailability of bioenergy-based CCS (BECCS) has a visible impact (18% increase) on cumulated power sector emissions, thus shifting more of the mitigation burden to the industry sector, but does not increase electricity prices or total system costs (<1% increase).",10.1016/j.apenergy.2021.116914,2021.0
91,False,5281712.0,WOS:000760342000007,Innovative technologies in the cement industry,,"The paper discusses several research projects on CO2 capture, storage or usage [CCS/U] technologies in the cement industry. The technology of reducing CO2 emissions by capturing it from flue gases in a cement kiln installation has the greatest reduction potential, but at the same time requires large investments and additional infrastructure for the transfer of captured CO2, and is associated with an increased demand for electricity in the cement plant. The article presents the research projects carried out in which various solutions for both CO2 capture and its further usage were used.",10.32047/CWB.2021.26.5.7,2021.0
92,False,5283000.0,WOS:000592376100002,Second Law analysis of large-scale sugarcane-ethanol biorefineries with alternative distillation schemes: Bioenergy carbon capture scenario,,"Distillation is one of the most used separation techniques, despite its high heat demand and low thermodynamic efficiency. Although new distillation schemes have been developed for ethanol-water separation, most of them prescribe expensive sub-atmospheric columns. On the other hand, heat-integrated distillation columns allow significant steam savings since thermally integrated condenser/reboiler of different columns share the same heat duty. In this work, three innovative distillation schemes for large-scale sugarcane-ethanol biorefineries are analyzed aiming at less energy-intense processes, higher thermodynamic efficiencies and steam savings. Ethanol production, power production through bagasse-fired cogeneration, thermodynamic efficiency, heat demand, water usage, steam demand, carbon dioxide intake, and potential of bioenergy with carbon capture and storage are assessed for technical and thermodynamic comparisons of distillations schemes. Results of carbon emissions go beyond the biorefinery boundaries and include sugarcane supply-chain emissions. It is shown that heat-integrated distillation schemes promote huge steam savings compared to conventional ethanol distillation. Distillation Scheme No.2 - with five heat-integrated columns - showed highest steam savings of 63% relative to conventional distillation, while distillation Scheme No.3, prescribing an innovative Petlyuk column for bioethanol distillation, attained the highest thermodynamic efficiency (11.1%) outperforming distillation Schemes No.1 and No.2 (7.65% and 7.03%, respectively). Sankey diagrams express results of carbon dioxide equivalent flows, lost bioenergy with carbon capture and storage potential, water flow and equivalent power flows via the Second Law of Thermodynamics.",10.1016/j.rser.2020.110181,2021.0
93,False,5283001.0,WOS:000689865300001,Characterization of Gold Mining Waste for Carbon Sequestration and Utilization as Supplementary Cementitious Material,,"This study aims to identify the potential of gold mining waste for CO2 sequestration and its utilization for carbon storage in cementitious material. Samples of mine waste were identified from a gold mine for mineralogical and chemical composition analysis using X-ray diffractogram and scanning electron microscopy with energy-dispersive X-ray. Mine waste was utilized in a brick-making process as supplementary cementitious material and as an agent for CO2 capture and storage in bricks. Carbonation curing was incorporated in brick fabrication to estimate CO2 uptake of the brick product. Results indicated that the mine wastes were composed of silicate minerals essential for mineral carbonation such as muscovite and illite (major) and chlorite-serpentine, aerinite, albite and stilpnomelane (moderate/minor phases). The mine wastes were identified as belonging to the highly pozzolanic category, which has a great role in improving the strength properties of brick products. Carbonated minerals served as an additional binder that increased the strength of the product. CO2 uptake of the product was between 0.24% and 0.57% for bricks containing 40-60% of gold mine waste, corresponding to 7.2-17.1 g CO2/brick. Greater performance in terms of compressive strength and water adsorption was observed for bricks with 3 h carbonation curing. The carbonation product was evidenced by strong peaks of calcite and reduced peaks for calcium hydroxide from XRD analysis and was supported by a densified and crystalline microstructure of materials. It has been demonstrated that gold mine waste is a potential feedstock for mineral carbonation, and its utilization for permanent carbon storage in brick making is in line with the concept of CCUS for environmental sustainability.",10.3390/pr9081384,2021.0
94,False,5260026.0,WOS:000735155200001,The Role of BECCS in Achieving Climate Neutrality in the European Union,,"The achievement of climate neutrality in the European Union by 2050 will not be possible solely through a reduction in fossil fuels and the development of energy generation from renewable sources. Large-scale implementation of various technologies is necessary, including bioenergy with carbon capture and storage (BECCS), carbon capture and storage (CCS), and carbon capture and utilisation (CCU), as well as industrial electrification, the use of hydrogen, the expansion of electromobility, low-emission agricultural practices, and afforestation. This research is devoted to an analysis of BECCS as a negative emissions technology (NET) and the assessment of its implementation impact upon the possibility of achieving climate neutrality in the EU. The modelling approach utilises tools developed within the LIFE Climate CAKE PL project and includes the MEESA energy model and the d-PLACE CGE economic model. This article identifies the scope of the required investment in generation capacity and the amount of electricity production from BECCS necessary to meet the greenhouse gas (GHG) emission reduction targets in the EU, examining the technology's impact on the overall system costs and marginal abatement costs (MACs). The modelling results confirm the key role of BECCS technology in achieving EU climate goals by 2050.",10.3390/en14237842,2021.0
